3a0000000b	aBiraniyawa
3c020600b5	Anaza ha Ashini ꞊agose, “Nay, ⁺ntunki utaane ne aməmo uSihiyona, wee sa ⁺azangneke akuri ⁺anyante una, ure utaane wo nigong, awaasa ⁺une iruwa kewo uza ugofew nziri.”
3c020700b1	Saanuwa ye sa ⁺ine iruwa, utaane ween apuwa ha ⁺anyante keye. Ama haremay sa adaake ane iruwa, “Utaane wee sa hare atiya ⁺agaa-ha una a una ⁺ucuge utaane wo nigong.”
3c020800c2	A una ure “Utaane wee sa ꞊uwooze agana ꞊aturize a utaane wee sa ꞊uwooze-ha urirezu.” ꞊Aturize wərike ⁺agaa-ha udafe wo anaza ha Ashini. Anongo Ashini ˂ukumare ⁺uwuna ata ayane.
3c020900bd	Ama ye a aganaa sa ⁺azangneke-ha, usonde wo mpiris me ukura wo tigbama agana ha nsano ha Ashini, wərike ibiyare umənu woo, ⁺ukatte-ye ne aməmo nrii niya ne aməmo nsaa mawo nmənuma.
3c020a0076	Ye haza agana ha Ashini ikire, ama saanuwa ye a agana hawo, ˂ikedaa ikate ikpaa ugofe wo ugbane ama saanuwa ⁺ikpaa.
3c020b009b	Aruwanke ham, ˃nre ne nwure ma-ye, saa ajan, haremay sa ꞊acugi ne aməmo inang yee, jesen uyane wo ndunkinze me apuwa araa, sa are ne ntaa ne iruwa yee.
3c020c00a7	Yanen ucugi unoo ne aməmo ntitay me haremay sa haza ahare udafe, kuwəde gade ꞊ayese-ye uzankom, ata anay apuwa anowa sa ꞊iyane, a arumi Ashini uwengo sa uta uye.
3c020d0070	Dafen unaafase wo hare tigbama wərike Mbaa, kuwəde gade a ke bigbama bomənubu sa awo ure bore udafe ne agana,
3c020e008c	a ngbamna, haremay sa bigbama bimənubu ⁺utonte-ha wərike aniyaze hare ꞊uyane wo apuwa araa uriyare, a arumi hare uyane wo apuwa anowa.
3c020f0078	Anongo Ashini ⁺uyeme ka ꞊iyane apuwa anowa ita iwəfi tinuwe te agana hare anaza ha mbenne sa atiya-ha ananke apuwa.
3c0210008f	Yanen ucugi wee saa haremay sa avuwa-ha ne uriyare, ama kate iyane araa wərike nivuwangeno sa ⁺iciye. Yanen ucugi wee saa ariyare ha Ashini.
3c0211006c	Niyazen kuwəde ana iwone, yemen aruwanke hare une wo iruwa, gofen uwuwage wo Ashini, niyazen bigbama iwone.
3c0212009f	Ariyare, dafen hare ukura wee, ne unaafase wo uniyaze wo iwone, haza haremay sa ꞊ayane-ye anowa ne ugofe wo ugbane cas, ama ne hare uzira wo ugofe wo ugbane.
3c02130084	⁺Ayane unoo, ka bigana ⁺ureete uniya wo uriyare, wərike bigi ꞊uyane-wo apuwa sa anazibiha, ⁺ucuwana anongo Ashini ⁺uyeme.
3c021400a5	Ayina bigana uta uciye ka ureete uniya wo ujago wərike apuwa araa sa ⁺uyane? Ama ka ireete uniya wo uriyare wərike apuwa anowa sa ꞊iyane, ayane unoo ke Ashini.
3c02150081	A wərike nongo ⁺agaaseke-ye, Animasihu ⁺uniya uriyare wərike ye, ⁺udonke-ye apuwa sa ita iyane, wərike idafe uwunda woo.
3c02160055	“˂Ukudaake ⁺uyane ananke apuwa araa, ˂akadaake aciye kiriyanga ne unuwe woo.”
3c021700ee	Sa ˂akabiyare-wo unaafase wo anaza ha araa, ˂ukudaake ukuna ananke apuwa. Sa ˂ukune uriyare, ˂ukudaake uyane sakuna uta uyane ananke apuwa. Uməyu nongo, ⁺une niciye newo ke awaasa ꞊uyane nhara me anowa ne araa ne aməmo kiwenden.
3c021800cb	Awo niciye newo ˂ukucuwana apuwa araa haaro ne nipum newo ashini ne ubirikane, wərike tijese uyane wo araa, a tiyane ucugi wo uyane wo anowa, niwuma sa ⁺ticiye a wərike sa ˂akagofe-wo ungmənew ne.
3c02190068	Ye ˂ikire saa idunke yee sa ⁺inaa, ama saanuwa ⁺ivoore ke bore aviga awaasa ꞊udafe ne asobo haye.
3c030100b1	Anongo, ye ahay ha anyaa, dafen anome hay wərike ka haage ne aməmo haa, adaake ane iruwa ne Anaza Aniyamtoha, ata ayiyame acuge hare udafe, wərike tiyang tinooto sa ꞊iyane,
3c03020038	ka ꞊ayate nsano me iruwa yee, ne uratte wo aciye haye.
3c03030079	Kate unoo woye, ure wo udonke wo ntura, saa urunda wo ticiye a uwuuza wo ntura me inəng ye azinariya ne mpuppuwa nnooma.
3c0304009b	Uməy wo nongo, sa ure wo aməmo iruwa yee, unoo wee sa unucaanoze-wo, wo uraara wo niciye, ne upiti wo niciye nnoo, wee sa uciye unoo gay ubusa ke Ashini.
3c03050078	Anongo, ne ayeha sa ˂akamaa, ahay hare nsano sa ˂akawone iruwa ke Ashini, ˂akayane ntura nnooma. ˂Akadafe anome haa,
3c03060094	saa Saratu, ˂ukudafe Ibirahem, ꞊ugaase-wo a mbaa woo. Ye, a ayiyane hawo, ka ꞊iyane apuwa anowa, ka idaake ijese ananke apuwa awuna-ye uwuwage.
3c030700e2	Anongo ye anome, ꞊yanen ucugi unoo ne ahay haye, ꞊niyazen ha iwone yaa, wərike ha anagasa-ha saa ye, ye ne ahay haye, iciye upasa wo uray sa ⁺udi ke Ashini. Yanen nongo wərike kate ananke apuwa akareye nriribina ma-ye.
3c0308006d	Ne umanne, unaafase wee, doten aciye, gofen ugbane, yemen aruwanke, kanden aciye, a ire hare uraara wo aciye.
3c030900a8	Kate ikutti araa ne araa, baa tizuwaga ne tizuwaga, uməyu nongo, sa ikutti ne uwuna wo apuwa anowa, a wərike nongo ˂akagaaseke-ye wərike iciye upase wo apuwa anowa.
3c030a0095	Wərike, “Awaasa utare ugofe wo uniyamto wo ucugi ne unay wo aye anowa, sa upiti unuwe woo shere unaza wo araa. sa upiti unuwe woo shere kiriyanga.
3c030b0062	Sa ujese uyane wo araa, a uyane anowa, sa unaase ucugi wo uniyamto ne aciye, ne unaafase wo iruwa.
3c030c0097	Wərike Mbaa ꞊uyate hare ꞊uyane wo anowa ne n-nye, ato hawo adiineni, ꞊ugofe nriribina meha, ama Mbaa ꞊uyane ukara ne hare ꞊uyane wo araa.”
3c030d0044	A ana uta ukangance-ye ka ꞊ine aciye haye ne uyane wo apuwa anowa?
3c030e00af	Ama kuwede gade ita ine uriyare wərike apuwa anowa sa ꞊iyane, ye a hare apuwa anowa. Kate igofe uwuwage wo apuwa sa ha ꞊agofe uwuwage wo ana, kate iyane ncaanom me iruwa.
3c030f00f1	Ama ne aməmo iruwa yee, sa irumi Animasihu awo ure Mbaa, sa iyane ꞊ucugi wo uya kuwede aje agaba, wərike ikutti haremay sa ata ayiyase-ye apuwa sa awuna-ye uwuna wo iruwa sa ⁺iciye. Ama sa iyane nongo riyang ne aməmo uraara wo niciye,
3c0310008a	sa ire hare iruwa isanoy, wərike haremay sa ꞊ayane-ye anaza araa ne ashini ha apuwa anowa sa ꞊iyane ne aməmo Animasihu, agofe nziri.
3c0311008c	Amaane unoo, ka uniya wo uriyare wee, a uyane wo Ashini, a ine uriyare wərike uyane wo anowa. Sa akone a ine uriyare wərike uyane wo araa.
3c031200c0	Animasihu ungməne nidii cas wərike apuwa araa, bore anowa wərike hare uzira wo anowa, wərike uya ne haro ke Ashini. Akawe-wo ne aməmo nipum, ama ˂akaninkize-wo ne aməmo Bidiri Bisanobo.
3c03130064	A ne Bidiri been bo ⁺uwuri ⁺ubiyare idiri ye harewuu Anaza Aniyamtoha ha Ashini ne ukuraw tibaa,
3c031400e7	haremay sa ˂akayane ugbara wo ato ne ayeha sa ˂akamaa. Ashini ˂ukureete uya woha ne aməmo uraara wo iruwa ne ayeha sa Nuhu ˂ukure ne urunda wo ujirgi. Ne aməmo una, a agana cim ha urire ˂akaciye nivuwange ne aməmo nwuwamaw.
3c031500c4	Nwuwamaw mayenma, ˃ndonkize uripkizi wee sa ꞊utobse-ye, wərike nininki ne Yeso Animasihu ne aməmo isaw. Haza uwara wo tiriyeru ne aməmo nipum, ama ane nwure me Ashini ne aməmo iruwa isanoy.
3c0316009b	Animasihu awo ⁺uduura ashini ꞊ucugi ne taare tine te Ashini, ne atuma ha Ashini sa are ashini, hare ugaso wo tigbama ne hare ugaso, sa ure ashini keha.
3c040100ab	Wərike sa Animasihu ˂ukune uriyare ne aməmo nipum, sa ye maa iyane ndunkunze me uniya wo uriyare. Anongo awaasa ⁺uniya uriyare ne aməmo nipum ⁺ujese uyane wo araa.
3c04020092	A ana ⁺awuna iza idome imannese-ye aye ha ucugi wee ne ꞊udafe wo apuwa sa nipum ꞊nitare, ama ita ire hare uyane wo apuwa sa Ashini ꞊utare.
3c040300fe	˂Ikireete uyane wo apuwa sa haremay sa atiya-ha Ashini ⁺azaawa ayane, saa unaase wo ugofe wo uniyamto wo uzira wo nziri, kisuwa ne utamanzo, usonde wo nsuwa-suwa, tiway, a urume wo apuwa sa bigana ⁺uyane ne taare tewo, apuwa ha iziri, anahama nongo.
3c04040095	Haremay sa ˂ikiyane apuwa hayen ne ha, are ne umaamake sa inidome idafe-ye ha, ꞊iyanze apuwa araan hayen ha gay saa ha, hane ⁺anugi uzuwaga wee.
3c0405007d	Ama ata anaze apuwa sa ꞊ayane ubusa ke awaasa uta uyane haremay sa avano ne haremay sa ˂anangməne nhara me anowa ne araa.
3c040600d0	A ana ⁺awuna haremay sa ˂anangməne sa ˂akadaa avano, ˂akabiyare-ha Anaza Aniyamtoha, wərike ˂akayane-ha nhara me anowa ne araa ne aməmo nipum saa agana, ama sa ayane ucugi ne aməmo Bidiri bo Ashini.
3c04070068	Kuwede yina anaye n-yaa umuwene. Wərike nongo rondeken iruwa yee a icuge nnoo, wərike iyane nriribina.
3c04080055	Apuwa sa amaane kuwede yina, yemen aciye haye gay, wərike uyeme ꞊uviyaze araa gay.
3c0409003e	꞊Kpaazan aruwanke haye ne aməmo tikura teye shere nwuməru.
3c040a00a3	Kuwede ana sa uyane nituma ne upase wee sa Ashini ⁺une-wo, wərike uyane aruwanke ukande, sa uyane nituma nnoo, ne apuwa anowa ha Ashini sa ꞊uniyaze muwa-muwa.
3c040b0141	Awaasa ⁺uciye upase wo ubiyare wo anaza ha Ashini sa ꞊ubiyare ana saa awaasa Ashini ꞊urene anaza ne wo. Awaasa ꞊uyane nituma ne ukande wo agana sa uyane ne ugaso wee sa Ashini ⁺une-wo, wərike ne aməmo kuwede yina ꞊arumi Ashini ne aməmo Yeso Animasihu. Umənu ne ugaso awo ⁺uciye shere umuwene. Are nongo.
3c040c00a3	Aruwanke ham, kate iyane umaamake wo uriyare gay wee sa ꞊irene uniyaw sakuna ananke apuwa muwa asawaa ⁺aciye-ye, a wərike anaase unay wo utore wo bigana nnoo.
3c040d008f	Ama sa iyane amane wərike uriyare wee sa ire ne uniyaw saa wo Animasihu, wərike amane agayaa sa ita iciye uweng wo niye ne aməmo umənu woo.
3c040e0073	Ka ꞊azuwage-ye wərike niziya ne Animasihu, ye a hare apuwa anowa wərike Bidiri bo Ashini, bimənubu, ure ne ye.
3c040f009f	Ama kate uniya wo uriyare wee a wərike ꞊uyane wo nwono, baa ucuwe, baa uyane wo ananke apuwa araa, baa ꞊unugizi wo apuwa hay sa ananke apuwa haye azaa ne.
3c04100088	Ama ka ꞊irene uniya wo uriyare wərike ye a hare udafe wo Animasihu, kate igofe nziri, sa irumi Ashini wərike ⁺iciye niziya neenno.
3c041100b9	Wərike agaba ⁺anaye sa ata abuzi nhara me anowa ne araa ne agana ha Ashini. Ka ane aciye haaro ata abuzi ne, ayina ata aciye haremay sa aga-ha wo udafe wo Anaza Aniyamtoha ha Ashini?
3c041200a6	Tantaasa are ne aməmo ncaza me anaza ha Ashini, “Ka sa ne uriyare hare anowa ata aciye utubsa, ayina ata aciye haremay sa atiya-ha Ashini ne hare uyane wo araa?”
3c041300a9	Wərike nongo, haremay sa ꞊are ne uniya wo uriyare, ne apuwa sa Ashini uyeme, sa ane aciye haa ke Ashini bore kiwenden awaasa ⁺uyane-ha, ane ubusa ne uyane wo anowa.
3c050100d1	Niya ke harewono ne aməmo keye, nre ne nwure maye saa biruwanke, borewono bore ꞊ubiyare wo anaza ha uriyare wo Animasihu, a awaasa uta uciye upere ne aməmo umənu woo sa ata adonke ne uweng wo niziya newo.
3c050200d7	Yanen aviga ha idunke ye Ashini sa are ne taare teye, a ꞊idafe ne ha, haza a ne ugaso amma a ne uyeme wo iruwa, tantaasa Ashini utare, haza a wərike ikurufe, amma a wərike sa iciye iruwa ye ꞊uyane wo nitumano,
3c05030074	kate idonke idunke yee sa are ne taare teye tigbama, ama sa ꞊iyane apuwa sa usonde wo hare udafe ata anay a adafe.
3c05040074	Wərike ka Bigbama bo Hare Aviga ⁺uye, uta une-ye ukate wo umənu sa uza ukonanko-wo. Yeso bore aviga ha kiwenden.
3c050500d4	Anongo ye inyaane, sa idafe harewono. Unaafase woye sa ꞊iyane aruwanke nituma ne aməmo uratte wo niciye wərike, “Ashini unutara-wo bore unyante wo niciye, ama ꞊uyanze bore uratte wo niciye apuwa anowa.”
3c05060065	Ratten aciye haye ubusa ke Ashini bore ugaso, wərike uta unyante-ye ne agabaa sa unay ayane-wo unoo.
3c05070042	Nen Ashini unaafase wo apuwa sa amaca-ye, wərike awo ꞊upiti-ye.
3c05080074	Cugen nnoo a iyane uya, bore uga wo unay woye bigbama bo agbyarigare ꞊urənse saa uzeeki ꞊unaase awaasa uta une.
3c05090091	Kate idafe tewo, tunnan ne ugaso, ne aməmo une wo iruwa, wərike iriya aruwanke haye ne unaafase wo inang ꞊are ne uniya wo uriyare saa weenwo.
3c050a00da	Ashini bore unaafase wo apuwa anowa, awaasa ⁺ugaaseke-ye ne aməmo umənu woo wo uzira wo umuwe ne aməmo Animasihu, ka imuwene uniya wo uriyare ne agaba cim, uta ungmaska-ye, a utoreke-ye, a uwone-ye ire hare ugaso.
3c050b002d	A wo ure bore ugaso shere umuwene. Are nongo.
3c050c00e2	⁺N-yane-ye ncaza may cim, ne ukande wo Siina, awaasa ⁺ncuwana-wo saa biruwanke bore kiwenden, wərike ngasenze-ye iruwa, a mbiyate-ye apuwa hay a ana are apuwa anowa ha Ashini ha kiwenden, sa itunna ne ugaso ne aməmo ana.
3c050d007d	Aruwanke hare udafe sa ⁺azangneke-ha ne aməmo uBabina baaze ˃anyankeze-ye, anongo vana bom Markus, wo maa ˃unyankeze-ye.
3c050e0063	Nyankizan aciye ne ninyanza ne uyeme. Sa kuwede ana ne aməmo haye Animasihu uciye uraara wo iruwa.
3d00000009	2 Biturus
3d010100e9	A me nre Siman Bitrus biriyare a bituma bo Yeso Animasihu, ⁺n-yane ncaza maye niya ke haremay sa ⁺aciye une wo iruwa sa uzibi tantaasa haro maa ⁺ticiye ne aməmo uyane wo anowa ha Ashini haaro, bore utubsa wooro Yeso Animasihu.
3d0102007e	Ashini ucendeke uniyaze woye apuwa anowa ne uraara wo iruwa ne aməmo uhaaranzo woye wo uriya wo Ashini ne wo Yeso Mbaa wooro.
3d010300c2	Ashini ne aməmo ugaso woo, ⁺une haro unaafase wo apuwa sa titare wərike tiyane ucugi unoo ne udafe wo Ashini, a uriya woo sa ꞊ticiye, awo ⁺ugaaseke haro ne aməmo umənu woo ne unoo woo.
3d010400ee	Wərike nongo, Ashini ⁺ukuna uta uyane haro apuwa amənsuha, anowa. Hay ata awone iyiyame iyane apuwa sa azibi tantaasa Ashini ꞊uyane, a iyiyame uhara woye ne apuwa araa sa are ne aməmo inang yee, hay sa umuwerəy uraaw ꞊uyiyezine.
3d0105009d	Wərike haye, sa iyane unaafase wo ugaso woye, a icendeke une wo iruwa yee, ne uyane wo apuwa anowa, a ne uyane wo apuwa anowa, sa icende ne uriya wo Ashini,
3d01060092	a ne uriya wo Ashini, sa icende ne uyiyama wo udafe ne aciye, a ne udafe ne aciye, sa icende ne ureete, a ne ureete, sa icende ne udafe wo Ashini,
3d0107006d	a ne udafe wo Ashini, sa icende ne uyane wo aruwanke anowa, a ne uyane wo aruwanke anowa, sa icende ne uyeme.
3d01080092	Ka iniya ubusa ne uhaaranzo ne uyane wo apuwa hay, ata akare-ye ucugi wo mbenne shere ucendenka ne aməmo uriya woye wo Mbaa wooro Yeso Animasihu.
3d01090074	Amma awaasa unuyane-wo apuwa hay, unuyate-wo nnoo, wo a biruwe, ⁺ushama-wo ˂anaptyize-wo apuwa araa sa ˂ukuyane.
3d010a00b0	Wərike nongo aruwanke ham, nen aciye haye gay wərike idonke ngaasa maye ne nzawa maye sa Ashini ˂ukuyane-ye, anongo are. Ka iyane apuwa hay, azaa apuwa sa ata awone-ye irii.
3d010b007e	Hay ata awone Mbaa wooro Yeso Animasihu bore utubsa, uyane amane ha ukpaa woye inugi ne aməmo tigbama tewo te uzira wo umuwe.
3d010c008e	Wərike nongo, nta nne ubusa ne ubatiriza woye apuwa hay, ne ukuna yaaro ˂ikinanke iriya ne, ˂initunkinke ne aməmo kiwenden ka sa ⁺iciye.
3d010d0059	Nyate ayane unoo ka nvano ne aməmo nipum nee, nta nne ubusa ne ubatiriza woye apuwa hay,
3d010e0058	wərike me nriya nniye n-yaa ungməne tantaasa Mbaa wooro Yeso Animasihu ⁺unubiyate-m.
3d010f007c	Nta n-yane unaafase wo uyiyama wom, bata nnay iyiyama upiti wo apuwa hay ne aməmo iruwa yee, kuwede aje agaba, ka nngməne.
3d011000c9	Agabaa sa ˂kitibiyare-ye anaza ha tantaasa Mbaa wooro Yeso Animasihu ˂ukuye ne aməmo ugaso woo, haza anaza ha itiyamo ye anuwe ne kiriyange ˂kitibiyare-ye, o o ane ayizi haaro ˂kitinay umənu woo.
3d011100cb	Agabaa sa ˂Ukukpaa unyante ne umənu ke Ashini Babba, kitere bano sa niviyaw ne Ashini bore upere ne umənu ˂kinikone, “Way, a Vana bom sa nre ne uyeme woo, iruwa yom ire ne ugofe wo uniyamto woo.”
3d0112006b	Haro ne aciye haaro, ˂kitigofe niviyaw nee sa ˂kinidi ashini sa ˂kitire ne wo ashini ne utaane usanonwo.
3d01130126	Anazaa sa hare niyiyezi ne anaza ha Ashini ˂akayane, ⁺acendeke haro ugaso wo iruwa. Ata ayane unoo sa irenke ato ne anazaa, wərike are saa nsaa may sa ˃nne ne ntitay me nrii, nre ne ꞊uniyaze wo nsaa, niya uwengo sa Animasihu biwere bo usuwammake, uta ꞊uniyaze nsaa ne aməmo iruwa yee.
3d01140088	Ama ne uciba, sa iyiyame ukuna, azaa binanke bore niyiyezi ne anaza ha Ashini, sa uta ubiyare anaza ha Ashini ne uyiyama wo niciye newo.
3d011500bd	Azaa ananke anaza ha hare niyiyezi ne anaza ha Ashini sa ˂akayane wərike uyeme wo bigana, a Bidiri Bisanobo ˂ukunugi ne aməmo iruwa ye agana, ⁺uwuna-ha ⁺anaza apuwa sa Ashini utare.
3d02010104	Ama hare anuwe ha niyiyezi ne anaza ha Ashini ˂akare ne aməmo aganaa, tantaasa ata aciye hare anuwe ha udonkize ne aməmo haye. Ata ayane agana udonkize wo ncaanom, ata aga-ha Bore Ukura, awaasa ⁺une niciye-noo wərike ha, a akiyeri aciye ha ungməne yare.
3d0202007b	Agana gay ata adafe apuwa ha uzira wo nziri maa, wərike nongo, haage ata ayane anaza araa ne ashini ha uwunda wo kiwenden.
3d020300c0	Hare udonkize wo anuweha, ne aməmo uree woha, ata ariyange-ye ne itiyamo yeha wərike aciye apuwa sa atare. Ashini ˂ukumare uwuna ata akpate-ha ne nhara me anowa ne araa, unanke uya, uwe-ha.
3d020400f5	Ashini ˂ukudaake ⁺usobe atuma ha Ashini sa are ashini sa ˂akayane apuwa araa, ama ˂ukumage-ha ne aməmo uwuwe wo uniya wo uriyare, ⁺unuta-ha ne aməmo tiwuwe tinereto sa ticiye nrii cirin, ⁺ucaye-ha niya uweng wo nhara me anowa ne araa.
3d020500ea	Ashini ˂ukudaake usobe agana ha inang ye agabaa sa ˂akama, sa ˂ukuwone ⁺ayane biira biraabo ne aməmo inang wərike haremay sa ˂akagaa udafe wo Ashini, ama ˂ukukəngi Nuhu bore ubiyare wo anaza ha apuwa anowa ne agana usunderi.
3d020600c3	Ashini ˂ukukpate apiye ha uSodom ne uGomora ne aməmonhara me anowa ne araa, ⁺upabaa, ⁺ukuttiha ntuwa, ˂akayane hay a wərike agana ayiyame apuwa sa ata ayane hare uzira wo udafe wo Ashini.
3d0207008f	Ashini ˂ukutobse Noot bore uzira wo araa, awaasa apuwa ha uzira wo nziri me agana ha uSodom, hare uzira wo udafe wo uduwaka akacaanewo iruwan.
3d02080088	Noot ˂ukure bore uyane wo anowa sa ˂ukucugi ne aməmo haa, apuwa araa sa ˃ukuyate, a ˃ugofe, kuwede nje nweng, ˂akapabe-wo bikpaga.
3d020900cd	Ka unaafase wo apuwa hay a nongo, ⁺adonke a Ashini MBAA uriya tantaasa uta utubse hare udafe woo ne aməmo uriyare ne tantaasa uta une agana araa uriyare sa are ne uya wo uweng wo nhara me anowa ne araa.
3d020a00dc	Anaza hay a kiwenden gay ne ashini ha haremay sa ꞊adafe uyeme wo apuwa araa ha nipum, akuri ꞊ayase atuma ha Ashini sa are ashini. Aciye ugaso wo iruwa ne umənu wo aciye, azaa uwuwage wo uzuwaga wo hare ugaso ashini.
3d020b0076	Ama atuma ha Ashini sa are ashini sa amaane-ha ugaso ne tigbama, anayisa ha anaza, ne uyane wo tizuwaga ubusa ke Mbaa.
3d020c00d5	Ama agana hay a saa inama ye ndare are, hare uzira wo niciye, haremay sa ⁺awure-ha wərike akafe-ha awaa, are ne uyane wo anaza araa ne ashini ha apuwa sa adaake ayiyama, ata angmezi saa inama ye ndare ne nkura.
3d020d00e5	Ata ane uriyare wo apuwa araa sa ⁺ayane. Atare uyane wo apuwa ha ugofe wo uniyamto wo aciye haa nweng kpantan. ⁺Acaano ne uyane wo apuwa ha nziri ne ntitay maye. Awuna ugofe wo uniyamto ne uyane wo kiriyanga, ane asuwa ne ye.
3d020e00ef	Iruwa yaa ingmaa ne biyatira bo uyeme wo umasa ne ahay, ꞊anajesizeha uyane wo araa, ꞊ariyange haremay sa anatore-ha nnoo ne aməmo une wo iruwa, aciye iruwa yee sa ⁺adonkeze ina uyane wo umuwerəy, ha a haremay sa ⁺akatte-ha unuwe.
3d020f0077	⁺Ajese uwunda ukpasoo, ⁺asata ꞊adafe uwunda wo Banamu vana bo Beyor, awaasa utare uciye wo apuwa ne uwunda uraaw.
3d021000a9	Ama uziyanke sa unuyane-wo unaza ˂ukuptyapke-wo wərike apuwa araa sa ⁺uyane, ˂ukuyane anaza ne nivew ne bigana, ⁺ukare aragna ha bore niyiyezi ne anaza ha Ashini.
3d02110085	Agana hay are saa uwuwe wo nwuwamaw sa uwiyaro, saa nshini sa uway uduura ne nna. Ashini ucaya-ha aninka ha ucugi wərike nrii cirin.
3d021200ae	꞊Ayane anaza ha uzira wo niciye, ꞊adonkize ha ananke apuwa. ꞊Ayane anaza ha nipum ha uyeme wo umasa ne ahay, ꞊ariyange haremay sa adaake amara tiriya ne une wo iruwa.
3d021300b8	꞊Ayane-ha nikəwəri ne uciye wo ugaso wo uyane wo apuwa sa atare uyanew, ama ha a ariyare ha uyane wo apuwa araa. Wərike bigana a biriyare bo apuwa sa are ne uyane wo tigbama tewo.
3d021400cf	Ka agana aciye nivuwange ne aməmo apuwa araa ha inang yee, wərike uyiyama Mbaa bore utubsa Yeso Animasihu, hane akuri ⁺anugi uyane wo ana, ajese ana apira ugaso woha, umanne waa uta umaa wo uciba ucaano.
3d021500a7	Amaane unoo gade ˂akadaake ⁺ayiyama uwunda wo uyane wo anowa, sa akone a ayiyama uwundaw, hane ⁺avoore ne utine ⁺ajese uduwaka wo Ashini wo nsano sa ˂akane-ha.
3d021600b2	Apuwa hay sa ayane, are saa anaza hay sa ꞊agose, “Wase ꞊uniyambe timyiiza tewo sa ⁺uyane,” a “Unəde sa ⁺azina-wo, ⁺uvoore ure ne ꞊uwəzənu ne aməmo mpate.”
3d0301008e	Aruwanke ham, a ncaza me uriya ze ⁺n-yane niye keye, wərike mbatiriza-ye ne, a nwone-ye iyane ndunkunze me apuwa anowa ne aməmo iruwa yee.
3d03020091	Ntare-ye ibatiriza apuwa sa hare niyiyezi ne anaza ha Ashini ˂akanaze ne ayeha sa ˂akamaa a uduwaka wee sa Mbaa bore utubsa ˂ukune atuma hawo.
3d0303008a	Ama ne uciba sa iyiyame ukuna, ne aye ha umanne, agana hare nduwa ata aye, a ꞊ayanze anuwe, a adafe umuwerəy uraaw sa ure ne iruwa yaa.
3d030400ca	Ata agose “Ngusa baa Yeso ˂ukukone uta ukuri uziya? A wo ze na? Ncaaran maaro sa ˂akangməzi aye gay sa ˂akamaa, niya yenəy unaafase wo kuwede yina, sa ˂akayane ne uciba, are tantaasa ˂akare.”
3d030500bc	Hare unaza nongo, a ugəyye aga-ha abatiriza, ane aməmo apuwa sa Ashini ˂ukunase, ˂akayane nshini ne ndaa. A ne aməmo nwuwamaw ˂akakatte idaa ne, nwuwamaw ⁺nrənge ndaa kuwede tiya.
3d03060064	A ne nwuwamaw maymaw, ne ayeha sa ˂akamaa, ˂akaviyase inang ye agabaa, sa ˂akayane biira biraabo.
3d030700ae	A ne aməmo anazaa, nshini ne ndaa me saanuwa, nre ne uya wo una. Ashini ucay nna, niya uweng wee sa ata ayane hare uzira wo udafe wo Ashini nhara me anowa ne araa, a awe-ha.
3d03080064	Ama ye aruwanke ham, kate ishame-ye, niye nidii ke Mbaa a saa aye upuwe, aye upuwe a saa niye nidii.
3d030900cb	Haage ˃agose a Mbaa ure ne uya gay, ne ungmaska wo apuwa sa ˂ukukone uta uyane, haza anongo are. Uyaw sa ure ne uyane woye, a wərike kuwede ana ujese araa, a uvoore ke Ashini, kate bigi uciye ncaanom.
3d030a00e1	Uweng wo niziya ne Mbaa tanire saa niye ne bicuwe. A ne agabaa nshini nta nnaa ne nkaaro nmənuma, unaafase wo apuwa sa ˂akayane nshini ne ndaa ne, ata apabe ana ne una, inang ne unaafase wo apuwa sa are ne aməmo, ata anaa.
3d030b008d	Wərike sa atapabe unaafase wo kuwede yina nuwa, a ije igbaaro ye agana ayane unoo ire? Ayane unoo sa iyane ucugi wo nsano a udafe wo Ashini.
3d030c00bd	Sa ire ne uya wo uweng wo niziya ne Ashini, itare iwone uwengo uye yare, uweng ween wo, atapabe nshini ne una, unaafase wo apuwa sa ˂akayane nshini ne ndaa ne, ata apabe ana, a atuwaranka.
3d030d00b7	Ama ne uwuna wo iruwa ye apuwa sa Ashini ˂ukukone uta uyane, tire ne ucay wo iruwa ne nshini nsawma ne ndaa nsawma tiya sa agana kuwedetiya, ata ayane apuwa sa Ashini utare-ha ayane.
3d030e00a5	Wərike nongo aruwanke ham sa ire ne uya wo niziya ne Ashini, reeten ne uzira wo uyane wo apuwa sa ata acaane-ye ne, ne uzira wo araa, a ꞊ucugi wo uraara wo iruwa.
3d030f00cc	Batirizan apuwa sa ⁺awuna Mbaa wooro ure ne uya, a wərike agana aciye utubsa. Anongo biruwanke booro Bunus, a waasa tire ne uyeme woo, ˂ukumare ⁺ucaza-ye ne, ne aməmo uyiyama sa Ashini ⁺ukune-wo.
3d03100156	˂Ukunase nongo ne aməmo unaafase wo ncaza mawo. Ne aməmo ncaza mawo, ananke apuwa areeze ne sa aciye uriyare wo uyiyama, hay sa haage hare uzira wo uyiyama, ne uzira wo ugaso ne aməmo une wo iruwa, are ne uhansira wo apuwa sa anazaa agose. Anongo are ne uyanew ne unaafase wo ncaza me anaza ha Ashini, are ne ukiyere wo aciye haa ncaanom.
3d031100a5	Wərike nongo aruwanke ham, inanke iriya ne apuwa hay, sa iyane nnoo kate udonkize wo anuwe wo hare uyane wo araa, ucuwana iruwa yee, ijese uwunda wo Ashini, a inaa.
